med_name,hour,minute,second,pills,servoNum,pillsInTape,dosesPerDay,triggered,notifiedLowDays,lastNotifyTime
MedC,23,47,44,5,1,100,4,True,False,1637575699
MedE,12,47,27,3,3,1,4,True,True,1682992079
MedA,14,7,31,5,1,37,4,False,False,1622210298
MedD,17,54,32,5,3,46,1,False,True,1641828520
MedB,21,24,48,1,10,15,4,True,False,1669091571
MedB,15,11,15,5,7,77,1,True,False,1603493392
MedD,18,41,4,2,9,96,1,True,True,1671602936
MedE,12,32,29,4,8,39,1,True,False,1644577272
MedE,5,54,1,3,5,55,3,True,False,1612447305
MedC,17,47,32,1,10,97,1,False,False,1641507901
MedC,8,59,26,1,9,27,3,True,True,1639794085
MedD,9,15,10,2,6,33,1,False,False,1665089922
MedE,7,20,56,2,7,32,2,False,True,1613583758
MedC,3,21,0,4,9,23,4,True,False,1641755826
MedD,5,7,3,5,6,39,3,False,True,1692564542
MedE,11,9,26,5,2,87,1,False,False,1624925707
MedE,14,52,47,1,1,7,1,True,True,1697714016
MedC,6,47,20,2,2,24,1,True,False,1624483770
MedE,12,12,4,2,5,58,2,True,True,1656460968
MedB,1,2,17,4,6,41,3,True,False,1676048634
MedE,10,8,9,5,5,38,2,False,False,1686828308
MedB,0,7,38,3,2,31,2,True,True,1600723381
MedE,6,15,0,3,1,87,2,True,False,1672704888
MedE,21,26,7,5,6,46,4,True,True,1659634595
MedD,14,6,59,4,10,55,2,False,False,1683223024
MedB,16,18,18,2,5,53,1,False,True,1687899529
MedC,2,58,56,4,7,16,1,True,False,1686629348
MedB,22,35,48,4,4,42,1,True,True,1693281228
MedB,5,0,25,4,6,48,3,True,True,1603538762
MedE,22,29,32,1,4,60,2,True,False,1681101474
MedC,20,13,37,2,5,2,1,True,True,1605536410
MedA,11,6,35,5,9,86,2,False,False,1633224655
MedC,3,59,1,4,6,28,1,True,False,1689029559
MedC,21,38,37,5,10,55,4,False,False,1687020891
MedD,4,7,36,3,6,60,1,False,False,1667445051
MedB,22,50,35,2,3,76,1,False,False,1694097500
MedA,11,42,5,1,9,45,4,False,False,1608271640
MedC,3,45,56,3,6,4,2,False,False,1638821736
MedE,0,53,38,4,2,30,2,False,True,1671178221
MedA,17,40,30,2,8,24,3,True,True,1603480321
MedE,5,42,30,5,1,49,2,False,False,1691393401
MedB,15,31,25,4,7,26,4,True,True,1628951737
MedC,11,31,27,1,3,78,1,False,False,1634893726
MedC,8,39,11,4,9,35,3,False,False,1675559988
MedB,11,0,46,3,8,73,1,True,False,1694863835
MedB,4,36,28,1,3,96,1,True,False,1675610375
MedC,14,22,21,5,5,54,4,False,False,1680033419
MedE,0,24,37,3,8,39,3,False,False,1654381673
MedA,17,8,50,4,1,31,4,True,True,1646174055
MedA,15,45,22,1,5,29,2,True,False,1614952580
MedB,20,13,59,5,3,32,4,False,False,1644219160
MedC,18,7,1,1,2,1,2,False,True,1655935103
MedA,19,11,55,3,4,25,4,False,True,1625142705
MedA,11,19,11,4,7,68,2,False,False,1658503707
MedC,10,33,4,4,7,53,2,True,False,1612477084
MedC,21,7,56,2,1,57,4,False,True,1693653766
MedC,7,49,23,4,10,9,3,True,True,1692761965
MedA,10,14,32,1,10,51,2,False,False,1615618213
MedA,10,0,32,4,4,84,3,True,True,1685874814
MedD,13,6,59,4,9,47,4,True,False,1628073025
MedA,22,36,38,5,1,75,4,True,False,1602928101
MedE,6,57,57,1,9,81,3,True,False,1671545255
MedD,20,50,32,4,6,41,1,True,True,1684119422
MedA,2,45,19,3,10,33,3,True,True,1680136008
MedE,20,53,44,2,7,49,2,False,False,1674647751
MedA,21,29,56,3,7,58,2,False,True,1641361126
MedD,9,49,2,4,3,61,2,False,True,1678831674
MedD,23,57,33,2,7,66,1,True,True,1677979972
MedA,14,13,56,1,5,90,2,True,False,1642664070
MedB,23,29,51,1,8,46,2,False,True,1650063132
MedC,1,11,9,1,1,5,4,True,False,1681780707
MedB,11,18,3,3,7,56,1,False,False,1624809059
MedE,17,12,15,2,2,44,2,True,False,1689019672
MedD,18,42,51,1,10,76,1,False,True,1684387751
MedB,12,51,6,2,3,50,1,True,False,1686886723
MedA,3,53,35,3,2,70,1,True,False,1686976424
MedC,12,16,36,2,10,84,2,True,True,1694325320
MedE,9,35,46,1,10,48,1,True,True,1653298713
MedE,20,28,21,5,2,33,4,True,False,1601057354
MedA,8,23,37,3,2,45,3,False,True,1616188976
MedC,3,31,18,5,9,93,4,False,False,1647253512
MedE,6,47,39,5,3,87,2,True,True,1669521755
MedE,2,31,6,3,4,43,2,True,True,1619598619
MedE,9,53,41,5,8,11,4,True,True,1608832619
MedE,12,10,52,1,1,75,4,False,True,1684182931
MedB,23,59,19,5,6,51,4,False,True,1683689114
MedA,17,24,49,5,8,65,2,True,True,1694953472
MedC,11,45,8,2,10,79,3,True,False,1684115338
MedC,0,9,30,3,1,72,3,True,False,1677997202
MedE,5,9,46,4,2,88,1,True,False,1659308828
MedC,14,39,59,5,1,59,2,False,False,1601585228
MedB,14,1,55,5,1,47,4,True,True,1614327997
MedB,7,13,26,5,6,11,1,False,False,1615813903
MedA,6,7,18,4,3,21,4,True,False,1657532072
MedE,21,11,29,4,2,40,4,False,False,1673123553
MedE,17,28,4,5,7,29,4,False,False,1694028844
MedA,15,33,54,2,9,82,3,True,False,1659777083
MedE,8,34,38,1,2,82,2,False,False,1668470303
MedA,15,48,12,2,6,11,2,False,True,1688995509
MedC,21,27,11,3,4,50,1,False,True,1635370983
MedA,5,3,38,1,3,4,2,True,True,1659832057
MedB,14,51,24,1,3,58,1,True,True,1674375015
MedB,15,0,23,3,8,70,3,False,True,1632204584
MedE,22,57,14,5,2,35,4,False,False,1660082191
MedD,4,42,26,4,4,30,1,True,True,1691597944
MedB,13,29,26,4,1,20,2,True,True,1682643542
MedD,11,49,22,1,3,8,4,True,False,1636436157
MedC,5,31,44,5,1,70,3,False,True,1678624922
MedD,3,7,46,4,6,96,3,True,True,1639008998
MedB,19,8,23,1,5,21,2,True,True,1610678888
MedA,6,43,41,2,2,81,1,True,True,1632928497
MedD,6,5,0,5,5,87,1,False,True,1687250221
MedB,23,55,39,3,4,1,2,True,True,1666118496
MedB,16,46,54,5,2,3,2,True,True,1667721523
MedD,16,50,31,1,4,77,2,True,False,1695093755
MedC,14,34,32,4,2,76,3,False,False,1628481562
MedB,20,57,45,3,2,41,4,True,False,1669659060
MedD,4,45,50,1,1,22,2,False,False,1628762184
MedD,9,9,18,2,7,11,2,False,True,1667879060
MedC,9,45,56,4,6,41,2,False,True,1634945653
MedD,3,37,17,2,8,23,3,True,True,1675783151
MedE,5,37,17,1,4,94,1,True,False,1609532981
MedA,7,11,35,4,2,98,4,False,False,1645451764
MedD,20,3,35,2,8,57,2,True,False,1646520647
MedC,16,23,16,3,3,3,2,True,False,1682855129
MedB,1,3,42,3,9,48,1,False,True,1600319818
MedC,16,52,0,2,5,48,2,False,False,1682193085
MedE,18,31,37,4,5,67,1,True,False,1639062338
MedE,17,29,26,2,6,94,1,True,True,1661627541
MedC,23,32,55,4,6,85,3,False,False,1697791984
MedB,15,50,19,2,2,12,2,True,False,1672976157
MedD,23,6,29,1,8,1,4,True,True,1631600516
MedA,7,33,6,2,5,51,3,True,False,1669661748
MedC,14,0,29,5,6,2,4,False,True,1645128818
MedD,20,21,47,1,2,55,3,True,False,1673192046
MedC,9,39,38,3,6,69,3,True,True,1631767468
MedC,22,52,40,1,3,73,4,True,True,1638338909
MedA,21,4,59,1,8,40,4,True,True,1618217281
MedC,1,38,42,3,5,81,4,False,True,1669400691
MedB,4,3,5,5,8,46,3,False,True,1625216489
MedC,14,17,21,3,9,11,4,False,False,1680261946
MedC,21,47,25,2,7,29,2,True,False,1675202274
MedC,3,9,30,2,8,98,4,False,False,1658725752
MedA,6,20,35,2,2,83,3,True,True,1684857170
MedB,12,53,12,2,5,43,3,True,False,1664797592
MedB,17,51,53,2,3,19,4,True,True,1619480296
MedD,7,10,4,5,10,84,2,True,True,1693403392
MedD,0,33,42,1,4,12,2,False,True,1644075903
MedA,22,15,38,2,3,40,3,True,False,1683330151
MedD,17,33,17,5,4,22,3,False,False,1611881815
MedC,11,2,20,1,10,74,1,True,False,1601068737
MedC,23,19,15,1,4,55,1,True,False,1621444773
MedD,23,39,38,4,5,46,4,True,False,1629366433
MedC,17,33,8,1,8,61,4,True,False,1685055053
MedE,18,4,46,5,2,63,1,False,True,1685296639
MedE,15,16,30,5,1,33,4,False,False,1661809152
MedC,7,25,20,5,3,53,2,True,False,1696956749
MedE,16,30,28,4,7,24,2,False,False,1666615326
MedA,1,16,1,3,9,88,2,False,False,1664410814
MedB,9,7,12,4,5,82,4,True,False,1616724077
MedB,9,39,10,1,4,66,1,True,False,1646982034
MedD,22,29,22,2,9,93,3,True,False,1636060228
MedA,22,6,17,3,8,93,1,True,True,1646705478
MedA,3,48,8,2,1,97,1,False,False,1657674493
MedB,17,17,4,2,5,19,2,False,False,1677373701
MedE,1,9,11,3,1,23,3,True,False,1638550598
MedB,19,51,23,5,2,28,2,True,False,1651680909
MedD,18,5,36,3,6,6,2,True,False,1619068361
MedE,17,14,28,2,7,75,1,True,False,1660471026
MedD,23,36,9,3,5,61,1,True,False,1694508608
MedC,22,17,12,3,9,96,2,True,False,1628468384
MedE,20,57,42,3,9,38,4,True,False,1640363664
MedA,3,39,57,2,3,55,2,True,False,1673051320
MedB,18,18,12,1,7,72,1,False,False,1629323636
MedB,12,42,15,3,5,89,4,True,True,1659975176
MedA,8,56,25,3,2,14,4,True,False,1638567939
MedD,12,25,49,4,10,9,4,True,True,1619938407
MedC,23,51,35,2,8,89,2,True,False,1675129108
MedB,3,22,0,2,10,0,2,True,False,1600534092
MedC,1,40,20,1,10,17,2,True,True,1650941712
MedC,1,22,44,4,4,17,2,False,False,1680221087
MedA,1,7,15,5,7,17,1,True,True,1672386705
MedD,19,49,33,1,8,96,1,True,False,1695597476
MedB,8,16,6,1,7,51,2,False,True,1628715157
MedE,9,25,11,4,6,13,2,True,False,1670205964
MedE,20,2,21,5,4,35,1,False,True,1637954873
MedD,16,22,0,1,10,77,1,True,True,1623638032
MedE,5,1,14,2,5,51,3,True,True,1633905759
MedA,9,55,33,1,1,58,1,False,False,1611152590
MedA,22,27,43,2,4,43,1,True,True,1688911305
MedE,9,11,11,1,2,67,2,False,True,1640219747
MedC,8,59,43,3,3,35,2,True,True,1672414724
MedE,8,57,17,4,2,63,1,False,True,1615447335
MedD,18,58,29,1,5,70,3,False,True,1652182813
MedB,18,0,15,2,2,38,1,False,False,1692685606
MedD,11,52,32,3,4,18,2,False,False,1669553156
MedC,23,1,47,3,5,81,1,True,False,1630727936
MedC,9,52,42,3,6,94,4,False,False,1632463059
MedA,10,25,20,2,3,52,1,False,False,1669358314
MedE,13,51,53,3,1,68,2,False,False,1638205870
MedC,11,51,43,2,4,68,2,False,True,1687250622
MedD,12,50,38,4,4,67,1,False,False,1675321570
MedD,21,7,24,4,5,60,4,False,True,1641536470
MedE,15,54,8,4,10,80,4,True,True,1630391255
MedC,5,48,44,3,3,45,3,False,False,1651995128
MedA,17,43,31,2,8,9,2,False,True,1607169083
MedA,9,41,48,4,8,91,4,False,False,1622134578
MedD,12,57,32,1,8,27,2,False,False,1686073638
MedD,20,13,38,1,9,0,1,True,True,1675192765
MedC,3,3,41,3,7,13,3,False,True,1660084726
MedA,18,23,50,5,1,48,3,False,False,1608636275
MedE,22,27,19,4,10,26,4,True,True,1676135904
MedE,20,27,11,3,1,78,3,True,True,1607766175
MedA,23,36,31,3,5,37,2,False,False,1636769230
MedA,2,23,53,3,6,69,1,True,True,1602088944
MedB,15,59,6,4,8,26,2,False,False,1668521058
MedD,16,13,21,2,10,33,4,False,False,1689667992
MedC,20,13,47,5,9,7,3,True,False,1672920926
MedA,19,38,51,2,1,97,4,False,False,1663703170
MedB,19,5,6,5,8,68,4,False,True,1652629226
MedE,9,35,21,3,10,7,4,False,False,1689764276
MedC,1,54,22,2,6,22,3,False,False,1621625150
MedD,2,7,48,1,6,54,1,False,False,1613499069
MedA,6,30,20,4,10,40,2,True,True,1678357530
MedA,13,48,51,4,6,1,1,True,True,1610216954
MedB,14,15,22,5,5,44,1,True,False,1632535429
MedD,11,45,51,5,3,3,1,False,True,1666422210
MedC,19,4,43,3,1,76,3,True,True,1646284894
MedC,6,6,36,5,9,33,2,True,False,1691455752
MedE,3,58,31,1,10,48,4,True,False,1690997757
MedB,13,59,43,5,7,6,4,True,True,1637878967
MedB,5,40,58,1,8,96,4,True,False,1678258165
MedB,15,9,33,1,2,60,3,True,False,1668449139
MedE,12,20,12,2,10,39,3,False,False,1674553926
MedC,17,58,23,5,7,42,1,False,True,1662047175
MedA,18,42,16,5,7,42,1,True,True,1670265673
MedB,8,28,4,5,3,84,2,False,True,1610390496
MedB,0,31,32,4,2,47,4,True,False,1654786143
MedB,7,12,2,2,1,47,4,False,True,1672975980
MedB,1,47,46,1,8,85,4,False,True,1614915948
MedC,17,0,43,1,1,34,2,False,True,1686964352
MedC,20,28,33,4,6,4,3,True,True,1627771588
MedD,13,54,43,4,4,52,4,True,True,1617806958
MedA,6,44,47,5,9,52,1,True,True,1603128410
MedA,18,40,52,2,1,30,1,False,True,1651047855
MedD,0,17,37,4,3,68,1,True,False,1629661879
MedD,17,33,32,1,2,19,3,True,False,1675177148
MedA,17,33,56,4,9,30,4,False,True,1614384680
MedA,11,58,21,3,8,37,3,False,False,1605513943
MedC,15,52,36,3,9,56,4,True,False,1657456012
MedC,23,13,16,1,7,60,4,True,False,1659613084
MedE,17,39,43,2,8,86,2,False,True,1638271026
MedD,22,41,12,3,3,2,4,False,True,1613311670
MedE,3,39,28,1,1,56,4,False,True,1654380646
MedB,22,27,40,5,10,18,2,True,True,1615524875
MedD,23,24,3,1,2,76,4,True,False,1612012472
MedB,16,50,55,5,1,77,3,True,False,1667517478
MedD,21,14,45,4,6,100,2,True,True,1665282299
MedC,5,31,39,5,9,22,3,True,True,1650489642
MedE,2,17,5,2,5,22,3,False,False,1615387253
MedE,14,18,35,5,8,45,3,False,True,1676150589
MedC,13,18,21,4,4,7,3,False,True,1651854682
MedA,23,22,59,5,10,37,3,False,True,1685247326
MedB,13,56,17,2,4,51,4,True,True,1678647807
MedB,7,4,27,3,4,49,4,False,False,1612589749
MedA,16,9,9,3,4,18,2,True,False,1609935188
MedB,7,58,11,1,2,42,1,True,True,1660044677
MedC,23,5,5,1,4,92,3,True,False,1608112042
MedD,19,28,44,5,9,25,1,False,True,1641311225
MedE,13,27,55,2,10,81,1,False,False,1699653870
MedE,6,13,21,4,5,8,3,False,True,1681312060
MedE,12,56,56,1,9,25,2,False,False,1687572969
MedC,12,41,0,1,10,85,4,True,False,1669104150
MedA,0,24,43,3,10,80,1,False,False,1638257949
MedA,14,49,50,2,1,44,3,False,False,1667968711
MedC,9,5,3,1,7,24,3,False,False,1699078152
MedB,12,19,2,5,5,6,4,False,False,1659521519
MedB,5,22,23,5,7,12,1,True,False,1604900272
MedB,15,16,17,1,6,27,4,False,True,1656856910
MedC,12,57,33,4,10,96,2,False,False,1669742662
MedD,1,59,55,1,3,94,3,False,False,1693262411
MedD,7,27,46,3,5,54,1,True,False,1632809550
MedC,5,18,11,5,1,22,2,False,True,1603780516
MedB,1,38,30,3,7,29,3,False,False,1605947656
MedB,3,42,46,3,10,33,2,True,False,1639843765
MedB,17,51,51,4,3,59,2,False,False,1686995348
MedA,2,4,46,3,5,58,1,False,False,1697598824
MedD,7,12,31,5,6,53,2,False,False,1675975556
MedE,4,55,24,1,6,21,3,False,True,1692164814
MedC,22,55,33,5,8,61,2,True,False,1610781960
MedC,8,42,18,4,8,68,2,True,False,1617171242
MedE,2,16,24,2,1,8,2,False,True,1660130491
MedC,2,35,34,1,3,39,1,True,False,1664470353
MedC,0,8,52,4,2,26,3,True,False,1635537274
MedD,20,50,38,4,9,81,4,True,True,1628286140
MedC,3,11,27,3,1,9,2,True,False,1660802416
MedB,4,4,43,1,3,63,2,False,False,1632715945
MedB,22,32,47,3,10,29,3,False,False,1649444997
MedE,7,2,29,3,5,31,1,False,True,1668120866
MedB,12,28,25,1,8,30,3,True,True,1611627589
MedD,9,16,13,2,1,66,1,False,False,1606115474
MedC,9,15,40,2,1,73,3,False,True,1633977891
MedA,23,17,20,1,10,29,3,True,True,1647816931
MedB,21,14,23,4,4,4,3,False,False,1662319748
MedC,17,17,7,3,2,76,4,True,True,1693975305
MedA,16,31,10,5,2,1,1,True,False,1624387365
MedA,4,53,54,2,1,66,3,False,True,1684839388
MedA,11,43,7,2,9,84,4,False,True,1642751457
MedC,23,14,33,5,1,75,4,True,False,1623026498
MedB,10,48,19,4,10,38,3,False,True,1648217663
MedC,1,49,24,4,10,90,3,True,False,1681678734
MedE,7,46,23,3,2,44,2,False,False,1637043085
MedE,3,10,2,4,9,84,3,True,True,1603315168
MedD,21,31,30,1,7,22,4,False,False,1618742621
MedD,13,4,51,4,9,78,3,False,True,1697231776
MedB,3,29,45,2,3,18,2,True,False,1617913365
MedD,7,51,49,5,9,13,2,True,True,1616270463
MedD,9,47,53,1,7,80,3,False,True,1679216675
MedB,21,44,56,5,4,35,3,False,True,1662901696
MedE,12,7,39,2,5,54,2,True,True,1649323691
MedD,21,55,32,5,8,23,3,True,True,1621936320
MedE,5,14,9,5,5,98,4,True,False,1650617563
MedE,16,0,57,5,4,72,3,False,False,1677755526
MedA,0,42,43,5,7,55,1,True,False,1603682597
MedE,20,58,47,2,7,48,2,True,False,1661114538
MedA,8,11,26,2,2,47,3,False,False,1649918163
MedC,6,46,49,1,8,42,3,False,True,1657277886
MedB,12,18,57,1,10,16,2,True,True,1633245449
MedC,6,37,25,2,10,7,3,True,False,1676005756
MedD,4,16,9,4,5,28,3,True,False,1618605615
MedB,3,32,15,1,8,41,3,True,False,1639030617
MedD,17,56,0,1,6,2,3,True,True,1673792405
MedD,23,54,50,3,2,82,1,False,False,1601585270
MedA,13,17,17,1,5,92,3,True,True,1676920903
MedB,23,2,9,5,3,51,4,True,False,1641657750
MedD,15,59,5,1,10,32,1,False,True,1675040112
MedB,12,32,0,2,4,42,3,False,True,1616201710
MedE,15,0,0,5,3,86,4,False,False,1692127370
MedE,18,42,22,2,5,38,4,True,True,1694663820
MedC,10,45,39,1,3,52,4,False,False,1677279900
MedD,18,30,42,2,10,65,1,True,False,1670064285
MedC,20,19,42,2,3,9,2,True,True,1626848002
MedC,1,49,47,4,7,100,1,True,True,1666646077
MedA,21,19,32,1,3,88,3,True,False,1654907888
MedA,17,43,10,1,4,71,2,False,False,1665645728
MedD,11,47,46,3,6,28,2,False,True,1637669442
MedE,9,4,6,5,6,13,4,False,True,1661546136
MedD,14,20,5,3,5,10,2,False,False,1658044661
MedA,18,44,22,2,10,92,2,True,False,1643969688
MedD,10,11,46,2,2,85,4,True,False,1691919373
MedC,12,12,3,3,1,45,1,False,True,1648494934
MedE,5,40,11,5,3,82,2,True,False,1649621538
MedB,19,26,23,4,9,100,3,False,True,1677420990
MedA,8,49,1,3,10,22,1,True,True,1652398731
MedC,23,7,24,3,9,48,2,False,True,1606222510
MedD,10,10,55,5,3,96,4,False,False,1644316268
MedD,2,20,9,4,3,43,2,True,False,1685046420
MedD,21,20,51,1,1,89,2,False,False,1634673664
MedE,10,39,54,4,9,82,3,False,True,1638620904
MedE,15,30,43,2,8,13,2,True,True,1665288652
MedB,11,16,25,1,7,25,3,False,False,1632019479
MedE,20,6,12,5,9,88,3,False,True,1617518883
MedB,15,24,59,5,3,25,1,False,False,1690347553
MedB,10,15,18,1,4,32,4,True,False,1681451136
MedC,19,4,0,4,7,30,2,False,True,1612120576
MedE,11,12,11,1,5,79,4,True,False,1668814864
MedA,7,57,4,2,6,39,1,False,False,1662214667
MedA,22,28,36,4,1,73,3,True,False,1603481719
MedD,20,26,3,3,7,22,2,False,False,1672212340
MedC,4,30,2,2,9,87,3,True,True,1647038461
MedA,2,42,44,2,1,69,4,False,True,1644942985
MedE,19,54,32,2,9,85,2,False,True,1643099342
MedE,12,58,31,4,2,97,4,True,False,1617546838
MedA,17,12,59,5,9,37,3,False,True,1630205892
MedD,20,32,36,2,3,78,2,False,False,1654797207
MedD,8,37,19,3,10,72,3,False,False,1659789963
MedB,0,11,18,2,9,6,4,True,True,1673017028
MedD,17,51,8,1,3,45,2,True,True,1617932126
MedD,0,27,46,4,5,8,3,False,False,1612166598
MedE,10,8,53,4,6,96,4,True,True,1687911724
MedD,16,3,58,4,8,38,2,True,True,1610842728
MedD,16,31,11,5,6,74,3,False,True,1670215414
MedE,15,3,11,5,4,81,3,False,True,1645720918
MedD,9,30,37,2,9,12,2,True,False,1605406706
MedD,22,37,23,1,1,18,1,True,True,1624375243
MedE,11,55,18,4,9,2,1,True,True,1646039011
MedC,5,19,9,2,10,54,1,True,True,1699028219
MedA,12,45,8,2,2,60,3,False,False,1643194158
MedC,17,28,53,4,3,69,2,True,False,1635389720
MedB,8,11,46,1,10,87,1,True,True,1661916694
MedE,22,54,41,3,7,25,3,False,True,1618607208
MedD,19,9,0,3,5,100,3,False,True,1668475941
MedB,3,3,36,1,7,68,2,True,True,1695005168
MedD,3,25,2,2,5,94,4,False,False,1690197725
MedB,7,23,26,5,6,9,2,False,True,1609503861
MedE,6,58,44,3,8,24,2,True,False,1631316464
MedE,5,47,55,2,3,14,2,False,False,1608739882
MedD,0,14,15,4,4,86,4,False,True,1642521173
MedA,6,29,11,4,9,89,1,False,False,1600662024
MedC,19,34,48,5,7,71,4,True,True,1626183272
MedC,0,58,49,1,1,29,1,True,True,1692889093
MedC,19,2,43,2,6,1,3,False,True,1605733840
MedE,11,34,54,2,10,22,2,True,False,1602606567
MedB,14,32,8,3,8,26,4,True,False,1699875689
MedB,13,4,42,4,10,39,2,True,False,1643688391
MedB,14,55,42,2,3,70,2,True,False,1665911811
MedB,11,3,4,3,8,32,1,False,False,1648628760
MedA,8,21,40,3,8,30,3,False,True,1614231431
MedE,18,21,8,3,5,49,3,False,True,1696414239
MedA,20,41,5,4,8,51,4,True,True,1667678524
MedA,4,21,35,1,2,16,4,False,False,1691651116
MedC,19,23,44,5,1,93,2,False,True,1650429104
MedA,4,24,59,4,1,19,3,True,True,1652301771
MedA,12,3,11,4,2,0,3,False,False,1639224783
MedD,19,15,36,5,1,97,3,False,True,1628669334
MedC,19,7,39,1,1,32,1,False,True,1675570202
MedB,13,17,54,2,10,68,3,False,True,1670763910
MedC,0,56,43,4,6,51,2,False,True,1698389017
MedE,17,17,41,4,1,66,3,False,True,1673333928
MedB,2,32,58,2,6,81,3,True,False,1634965621
MedD,5,37,24,5,3,95,3,True,False,1650498435
MedD,15,4,20,5,6,76,1,True,False,1683923593
MedC,10,53,39,5,5,2,1,True,True,1636863012
MedA,16,46,30,4,1,33,3,False,True,1638513252
MedA,22,27,41,3,9,73,4,True,True,1671303739
MedA,4,40,35,1,3,42,3,False,False,1649940283
MedC,5,10,8,3,5,69,1,True,True,1669089429
MedA,3,25,26,1,10,1,4,True,True,1655388309
MedB,17,18,37,1,4,96,1,True,False,1630382616
MedD,3,11,48,1,2,62,4,True,False,1617197958
MedB,7,3,23,4,3,12,1,False,False,1688459666
MedE,14,9,21,2,7,75,3,False,False,1668493813
MedA,5,53,57,5,9,75,1,True,True,1618673496
MedA,9,3,20,4,3,53,1,False,True,1616803618
MedD,16,17,38,2,2,89,4,False,True,1683799963
MedD,14,37,22,1,6,42,3,True,True,1661602618
MedA,9,56,9,2,6,11,2,False,False,1643032612
MedA,20,35,19,1,8,16,1,False,False,1651254306
MedE,16,50,8,4,6,76,1,True,True,1622526886
MedB,1,24,22,3,2,47,4,True,True,1695542489
MedD,0,12,57,2,2,64,4,True,False,1676634565
MedA,19,28,0,1,4,22,4,False,False,1673866751
MedB,19,30,34,1,5,83,4,True,True,1623647263
MedB,19,1,25,3,2,78,2,False,False,1630143390
MedD,6,12,18,1,9,10,4,True,True,1629604263
MedD,22,49,12,3,1,68,2,True,True,1613642784
MedD,19,28,11,1,4,19,2,True,True,1624308041
MedB,23,27,7,5,3,2,4,False,True,1658702706
MedA,1,11,0,2,1,1,3,False,True,1662617821
MedA,5,58,39,5,10,97,3,True,False,1661188595
MedE,7,40,56,5,4,12,1,True,True,1635978481
MedE,9,1,10,5,4,7,2,False,True,1685580385
MedE,17,20,8,2,6,7,1,False,False,1660982432
MedE,15,46,0,3,7,69,2,True,True,1622558366
MedA,3,23,13,3,8,56,2,False,True,1678912840
MedD,21,14,49,4,7,30,1,False,True,1666422881
MedB,6,12,58,5,2,33,4,False,False,1655366363
MedC,16,51,14,1,2,38,4,False,True,1604580283
MedC,8,28,35,2,4,65,3,True,True,1635214830
MedC,14,48,51,1,7,13,2,True,True,1683453088
MedD,22,12,32,3,2,51,1,False,True,1690425162
MedB,14,22,33,1,10,83,4,False,True,1634070444
MedB,13,44,1,2,7,84,4,True,False,1685580055
MedA,14,41,3,4,7,95,1,True,True,1652205979
MedA,2,9,46,4,6,33,2,True,False,1614853534
MedD,6,58,20,1,10,85,3,True,True,1660725252
MedE,1,10,47,3,2,70,3,False,True,1687707936
MedE,16,29,45,4,4,76,1,False,True,1609340189
MedD,10,16,31,4,9,41,3,False,False,1649426451
MedC,4,17,29,4,5,68,1,True,True,1680348136
MedE,21,18,15,5,10,66,3,True,False,1684529866
MedA,5,11,2,4,3,61,4,False,False,1690244134
MedB,23,5,5,4,3,26,3,True,False,1628476918
MedE,3,57,32,4,8,73,4,False,True,1631856321
MedE,20,8,49,4,4,19,2,False,False,1672544811
MedA,2,46,46,4,1,10,3,False,True,1643538113
MedC,2,6,40,4,9,43,2,False,False,1600406967
MedC,19,36,54,1,5,63,4,True,True,1615129301
MedB,1,42,52,4,3,5,4,False,True,1615460385
MedD,19,40,1,2,4,81,4,False,True,1624402719
MedB,11,46,19,2,8,56,1,False,True,1654433876
MedC,0,30,20,1,9,96,1,False,False,1668497363
MedE,4,13,52,1,4,63,1,False,False,1673385011
MedE,19,20,33,4,8,18,4,False,False,1614723316
MedD,6,45,24,2,10,95,2,True,True,1673109996
MedD,12,11,32,1,6,84,2,True,False,1612600190
MedB,2,53,59,2,10,84,4,False,False,1623700096
MedE,22,23,52,1,6,50,1,False,False,1686857566
MedB,2,29,34,5,2,42,2,False,True,1679726710
MedD,18,41,4,4,7,62,3,True,False,1624190262
MedD,6,8,18,4,2,38,4,False,True,1664477154
MedA,16,32,41,3,8,84,4,False,False,1632421772
MedC,20,49,36,2,9,73,3,False,False,1633762319
MedE,11,10,8,2,7,40,4,True,False,1611938434
MedC,23,23,27,3,5,85,3,False,True,1697122224
MedA,12,7,29,3,5,89,3,False,False,1602553334
MedC,20,52,56,5,7,41,1,False,False,1623993190
MedE,23,38,34,3,9,60,4,True,False,1690110896
MedC,22,35,1,5,5,8,4,False,True,1667365169
MedD,11,35,0,4,5,27,2,True,True,1667799624
MedA,9,45,31,4,8,75,4,False,False,1646985980
MedB,19,33,10,1,4,11,4,False,False,1640760802
MedB,12,15,38,5,3,64,1,False,False,1612079834
MedD,17,33,50,3,9,88,3,True,True,1606693707
MedE,1,33,20,3,9,89,1,True,True,1636777620
MedD,1,46,25,4,4,20,3,True,True,1639658720
MedA,10,57,58,5,10,90,1,False,False,1621252409
MedC,0,45,28,2,6,38,4,False,True,1628298754
MedA,7,53,13,1,8,39,4,True,True,1677873725
MedB,13,26,30,1,10,82,3,False,False,1650986613
MedA,9,18,31,5,8,17,3,False,False,1650415369
MedB,15,57,19,1,7,29,1,False,False,1697748398
MedA,16,39,43,3,9,24,3,False,False,1620805481
MedB,0,52,40,3,9,26,1,False,True,1696179993
MedE,18,24,22,5,3,33,1,False,True,1681870210
MedD,15,38,2,5,2,99,3,False,False,1651431782
